Archetype,Attribute,Level,Cost
TARGET,Heading Accuracy,99,24
TARGET,DefAwareness,40,1
TARGET,DefAwareness,41,1
TARGET,DefAwareness,42,1
TARGET,DefAwareness,43,1
TARGET,DefAwareness,44,1
TARGET,DefAwareness,45,1
TARGET,DefAwareness,46,1
TARGET,DefAwareness,47,1
TARGET,DefAwareness,48,1
TARGET,DefAwareness,49,1
TARGET,DefAwareness,50,1
TARGET,DefAwareness,51,1
TARGET,DefAwareness,52,1
TARGET,DefAwareness,53,1
TARGET,DefAwareness,54,1
TARGET,DefAwareness,55,1
TARGET,DefAwareness,56,1
TARGET,DefAwareness,57,1
TARGET,DefAwareness,58,1
TARGET,DefAwareness,59,1
TARGET,DefAwareness,60,2
TARGET,DefAwareness,61,2
TARGET,DefAwareness,62,2
TARGET,DefAwareness,63,2
TARGET,DefAwareness,64,3
TARGET,DefAwareness,65,3
TARGET,DefAwareness,66,3
TARGET,DefAwareness,67,3
TARGET,DefAwareness,68,3
TARGET,DefAwareness,69,3
TARGET,DefAwareness,70,4
TARGET,DefAwareness,71,4
TARGET,DefAwareness,72,4
TARGET,DefAwareness,73,4
TARGET,DefAwareness,74,4
TARGET,DefAwareness,75,6
TARGET,DefAwareness,76,6
TARGET,DefAwareness,77,6
TARGET,DefAwareness,78,6
TARGET,DefAwareness,79,6
TARGET,DefAwareness,80,7
TARGET,DefAwareness,81,7
TARGET,DefAwareness,82,7
TARGET,DefAwareness,83,7
TARGET,DefAwareness,84,7
TARGET,DefAwareness,85,11
TARGET,DefAwareness,86,11
TARGET,DefAwareness,87,11
TARGET,DefAwareness,88,11
TARGET,DefAwareness,89,11
TARGET,DefAwareness,90,15
TARGET,DefAwareness,91,15
TARGET,DefAwareness,92,15
TARGET,DefAwareness,93,15
TARGET,DefAwareness,94,15
TARGET,DefAwareness,95,18
TARGET,DefAwareness,96,22
TARGET,DefAwareness,97,26
TARGET,DefAwareness,98,30
TARGET,DefAwareness,99,33
TARGET,StandingTackle,40,2
TARGET,StandingTackle,41,2
TARGET,StandingTackle,42,2
TARGET,StandingTackle,43,2
TARGET,StandingTackle,44,2
TARGET,StandingTackle,45,2
TARGET,StandingTackle,46,2
TARGET,StandingTackle,47,2
TARGET,StandingTackle,48,2
TARGET,StandingTackle,49,2
TARGET,StandingTackle,50,2
TARGET,StandingTackle,51,2
TARGET,StandingTackle,52,2
TARGET,StandingTackle,53,2
TARGET,StandingTackle,54,2
TARGET,StandingTackle,55,2
TARGET,StandingTackle,56,2
TARGET,StandingTackle,57,2
TARGET,StandingTackle,58,2
TARGET,StandingTackle,59,2
TARGET,StandingTackle,60,3
TARGET,StandingTackle,61,3
TARGET,StandingTackle,62,3
TARGET,StandingTackle,63,3
TARGET,StandingTackle,64,4
TARGET,StandingTackle,65,4
TARGET,StandingTackle,66,4
TARGET,StandingTackle,67,5
TARGET,StandingTackle,68,5
TARGET,StandingTackle,69,5
TARGET,StandingTackle,70,6
TARGET,StandingTackle,71,6
TARGET,StandingTackle,72,6
TARGET,StandingTackle,73,6
TARGET,StandingTackle,74,6
TARGET,StandingTackle,75,8
TARGET,StandingTackle,76,8
TARGET,StandingTackle,77,8
TARGET,StandingTackle,78,8
TARGET,StandingTackle,79,8
TARGET,StandingTackle,80,10
TARGET,StandingTackle,81,10
TARGET,StandingTackle,82,10
