Archetype,Attribute,Level,Cost
CREATOR,Agility,99,45
CREATOR,Balance,40,1
CREATOR,Balance,41,1
CREATOR,Balance,42,1
CREATOR,Balance,43,1
CREATOR,Balance,44,1
CREATOR,Balance,45,1
CREATOR,Balance,46,1
CREATOR,Balance,47,1
CREATOR,Balance,48,1
CREATOR,Balance,49,1
CREATOR,Balance,50,1
CREATOR,Balance,51,1
CREATOR,Balance,52,1
CREATOR,Balance,53,1
CREATOR,Balance,54,1
CREATOR,Balance,55,1
CREATOR,Balance,56,1
CREATOR,Balance,57,1
CREATOR,Balance,58,1
CREATOR,Balance,59,1
CREATOR,Balance,60,2
CREATOR,Balance,61,2
CREATOR,Balance,62,2
CREATOR,Balance,63,2
CREATOR,Balance,64,3
CREATOR,Balance,65,3
CREATOR,Balance,66,3
CREATOR,Balance,67,3
CREATOR,Balance,68,3
CREATOR,Balance,69,3
CREATOR,Balance,70,4
CREATOR,Balance,71,4
CREATOR,Balance,72,4
CREATOR,Balance,73,4
CREATOR,Balance,74,4
CREATOR,Balance,75,6
CREATOR,Balance,76,6
CREATOR,Balance,77,6
CREATOR,Balance,78,6
CREATOR,Balance,79,6
CREATOR,Balance,80,7
CREATOR,Balance,81,7
CREATOR,Balance,82,7
CREATOR,Balance,83,7
CREATOR,Balance,84,7
CREATOR,Balance,85,11
CREATOR,Balance,86,11
CREATOR,Balance,87,11
CREATOR,Balance,88,11
CREATOR,Balance,89,11
CREATOR,Balance,90,15
CREATOR,Balance,91,15
CREATOR,Balance,92,15
CREATOR,Balance,93,15
CREATOR,Balance,94,15
CREATOR,Balance,95,18
CREATOR,Balance,96,22
CREATOR,Balance,97,26
CREATOR,Balance,98,30
CREATOR,Balance,99,33
CREATOR,Reactions,40,1
CREATOR,Reactions,41,1
CREATOR,Reactions,42,1
CREATOR,Reactions,43,1
CREATOR,Reactions,44,1
CREATOR,Reactions,45,1
CREATOR,Reactions,46,1
CREATOR,Reactions,47,1
CREATOR,Reactions,48,1
CREATOR,Reactions,49,1
CREATOR,Reactions,50,1
CREATOR,Reactions,51,1
CREATOR,Reactions,52,1
CREATOR,Reactions,53,1
CREATOR,Reactions,54,1
CREATOR,Reactions,55,1
CREATOR,Reactions,56,1
CREATOR,Reactions,57,1
CREATOR,Reactions,58,1
CREATOR,Reactions,59,1
CREATOR,Reactions,60,1
CREATOR,Reactions,61,1
CREATOR,Reactions,62,1
CREATOR,Reactions,63,1
CREATOR,Reactions,64,2
CREATOR,Reactions,65,2
CREATOR,Reactions,66,2
CREATOR,Reactions,67,2
CREATOR,Reactions,68,2
CREATOR,Reactions,69,2
CREATOR,Reactions,70,3
CREATOR,Reactions,71,3
CREATOR,Reactions,72,3
CREATOR,Reactions,73,3
CREATOR,Reactions,74,3
CREATOR,Reactions,75,4
CREATOR,Reactions,76,4
CREATOR,Reactions,77,4
CREATOR,Reactions,78,4
CREATOR,Reactions,79,4
CREATOR,Reactions,80,5
CREATOR,Reactions,81,5
CREATOR,Reactions,82,5
CREATOR,Reactions,83,5
CREATOR,Reactions,84,5
CREATOR,Reactions,85,8
CREATOR,Reactions,86,8
CREATOR,Reactions,87,8
CREATOR,Reactions,88,8
CREATOR,Reactions,89,8
CREATOR,Reactions,90,11
CREATOR,Reactions,91,11
